"","alias","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"65","Bilberry Wine",4.46272652048901,6.51941777573248,-0.810981032168652,-5.05859828734737,3.99989305680127,1.61238982662819,-3.02283250808886,-0.414587334329236,1.19344679366702,-0.0364067531406318
"66","Biscuit",-4.23924514701858,-1.00351758503623,0.939836249020982,-0.256852183824446,0.103325558117629,0.0855162797108794,0.0704625671478853,-0.388946262936366,0.202084200844878,0.479280372687289
"67","Bison",5.07731138892543,-1.89079856484952,-0.0452761656261145,0.0311606352559874,-0.138168513861102,0.43573469518087,0.177984150984442,-0.458169324246898,0.142678251172102,0.276050325533482
"68","Bitter Cherry",-4.32247488105212,-0.757479835515097,0.68177020788413,-0.373056558560118,0.152195569519365,-0.0965132766730665,-0.0198437286240781,0.0599051616513641,-0.298461718582756,0.0483240981406698
"69","Bitter Orange",4.77135944726297,-0.986549104503288,-0.231603848097361,0.251934786014536,0.407089468189104,0.0852406768311817,-0.386417864491632,0.701559496852753,-0.634899812381011,-0.563359246803036
"70","Bittergourd",-4.39949890740307,-0.793935502636289,-0.497625684073615,0.714608060557746,0.792255200726605,-0.448959366193628,-0.368866824477803,-0.0564806173581647,-0.220716175357177,0.121078603746872
"71","Black-eyed pea",-4.24863868347992,-1.08454569702568,1.03610677026826,-0.196791770006988,0.393937628985753,-0.272189589793155,-0.258837907424424,0.0641257408432369,-0.17426526591146,0.133386877262613
"72","Black crowberry",-4.25421709755202,-1.00992535197172,0.941948375655644,-0.166558286371197,0.474551506161616,-0.347166911168239,-0.260884303350135,0.284888570451466,-0.211557733645086,-0.214139341011444
"73","Black Currant",-4.56812764524573,3.28009385878873,-3.99469531053833,1.21996878525472,-0.725770802616491,1.60263372665005,1.22041374940852,0.964555733537937,-0.430804659022387,-0.941896102148054
"74","Black huckleberry",-4.25421709755202,-1.00992535197172,0.941948375655644,-0.166558286371197,0.474551506161616,-0.347166911168239,-0.260884303350135,0.284888570451466,-0.211557733645086,-0.214139341011444
"75","Black mulberry",-4.25595265906119,-1.07118147557121,0.981540060116448,-0.177738754593541,0.396005151103164,-0.280712204497137,-0.241321545472496,0.0881322928264477,-0.152500558652763,0.110640073990589
"76","Black raspberry",-4.29316755758343,-0.956841297776592,0.837489641095209,-0.205064857317457,0.310734979771512,-0.144382859229788,-0.0903771562147006,0.284581374458515,-0.150904232466952,-0.471964744304164
"77","Black salsify",-4.2028917524999,-0.964720304321637,0.961522157493481,-0.242666674998745,0.241986486528139,-0.070233409742752,-0.0169001626153623,-0.12595157979837,0.0931014210916235,0.246296744662278
"78","Black Tea",4.81994116861541,-0.390973751463097,-0.675985333112252,-0.562201258887629,-0.874888744919428,-1.10653987460884,-0.65145974248024,1.475676724897,-0.450247946562601,-0.140916197289471
"79","Blackberry",-4.2748891125195,0.866310088621298,-0.659680806588551,-0.0427436203912999,-0.235653924956591,-0.105674483765895,-0.044028402460405,1.67252567805579,-1.49618535397436,0.723978697334686
"80","Blackberry Brandy",5.04147953345623,1.26566499076245,-0.231458866716295,-1.71698715715163,1.64114650280733,-2.09138791085934,3.25537039036093,2.73755232622432,2.74637385109347,0.917870954851452
"81","Blue Cheese",4.46071147713904,8.02463730002327,3.38330862694003,3.57122581000398,0.171025579106575,0.435867068453413,0.046038681491557,-0.0865110183952583,-0.272808742782957,0.38118265826581
"82","Blueberry",-4.56919163339784,1.0615676504999,-1.66876478665264,0.324399794811928,-0.710855330463723,1.05292467003595,0.582166529776045,0.727671299006983,-0.298597596764164,-1.14259272270549
"83","Bonito",4.78587429722396,-0.375868678962186,-0.236415833399256,-0.321141675263207,-1.33321877833281,-0.877174934436152,-1.13476739726998,0.13920273669604,0.424607552149065,-0.0303955154810809
"84","Borage",-4.28098112143012,-0.951656387337509,0.952939318590384,-0.190993045150175,0.353995202398139,-0.183601340137943,-0.192479478979059,-0.0715896496801151,-0.115810005102785,-0.0033664676914208
"85","Botrytized Wine",4.46725715704772,6.54717327219451,-0.812997801777652,-5.05678372904403,3.94413029468333,1.57306533593903,-3.08039334132568,-0.44082673932112,1.2086919880741,0.0142333630155688
"86","Bottlegourd",-4.23063199301323,-0.67248357991263,0.839132856181348,-0.352427898432317,0.349591977567611,-0.275927611494224,-0.502488471734954,-0.104910907099096,-0.431991161336502,0.251719951317801
"87","Bourbon Whisky",5.07591572454087,5.1164755038778,-0.317891858827064,-2.78695250080257,0.827303062125223,-4.15889963248931,2.45163802794808,-3.56758922792982,-2.71510943616341,-1.28976631944214
"88","Boysenberry",-4.24622060966993,-1.0853789703992,1.03636751665956,-0.191598669114852,0.414229128067664,-0.283063955018261,-0.254993393702508,0.0640156863947491,-0.193182880225815,0.151958474991816
"89","Brandy",5.04145152769192,1.2548235981379,-0.214207719806321,-1.70682098819253,1.62804400200862,-2.08604989785252,3.22239641637903,2.73494973142538,2.78100644910952,0.91919572279215
"90","Brazil Nut",-4.37026504171195,-0.261488460796819,0.559181708108566,-0.321315706616174,-1.04063283792374,1.03195334677309,0.59617621904692,-0.397271620924015,0.622873173046894,-0.834776657107362
"91","Bread",-4.04476442611226,1.37072831997756,0.947041180346257,-0.243656120235386,-0.687060731735851,-0.384600495350764,0.107699907229711,-0.0360925843514434,0.103151295322088,0.58108996481968
"92","Breadfruit",-4.2905704920707,-1.04872263268632,0.920262467183144,-0.180743795196899,0.335890577751105,-0.191417221714605,-0.173521573586886,0.0218938873134718,-0.102574953891828,0.0188442870135669
"93","Breadnut tree seed",-4.24622060966993,-1.0853789703992,1.03636751665956,-0.191598669114852,0.414229128067664,-0.283063955018261,-0.254993393702508,0.0640156863947491,-0.193182880225815,0.151958474991816
"94","Breakfast cereal",-4.23924514701858,-1.00351758503623,0.939836249020982,-0.256852183824446,0.103325558117629,0.0855162797108794,0.0704625671478853,-0.388946262936366,0.202084200844878,0.479280372687289
"95","Breakfast sandwich",5.07731138892543,-1.89079856484952,-0.0452761656261145,0.0311606352559874,-0.138168513861102,0.43573469518087,0.177984150984442,-0.458169324246898,0.142678251172102,0.276050325533482
"96","Broccoli",-4.47667207506355,0.0699043293309193,0.104938262607068,-0.447478388234969,-1.24733228921158,1.23939628032833,1.08833571719209,-0.397039818315066,1.22186767136056,-1.54304293205853
"97","Brussels Sprout",-4.40212513880469,-0.446657104430302,0.559169851437363,-0.446261192326127,-0.882393949646417,1.11184830144848,0.640704213657342,-0.442152366371836,1.05139207871215,-1.03107196524134
"98","Buchu",5.03805295162852,-1.5036804444123,-1.36767144605552,0.56108106766433,0.356215100749653,-0.135674026640466,-0.257881819584569,0.988010909675115,-0.829170447482995,-0.380436425368453
"99","Buckwheat",-4.21915276901306,2.49027453649852,-0.343113069361467,0.412007773805663,-1.94657820002919,-0.246389027426932,0.0827034422238293,0.164970466913767,0.119710982952185,-0.344154389657175
"100","Buffalo currant",-4.20986721515125,-1.0465816896846,1.05805342513206,-0.177413160289149,0.552890056478176,-0.438813644471894,-0.342356123465756,0.327010369532743,-0.302165659979069,-0.0810251530331953
"101","Burbot",-4.23924514701858,-1.00351758503623,0.939836249020982,-0.256852183824446,0.103325558117629,0.0855162797108794,0.0704625671478853,-0.388946262936366,0.202084200844878,0.479280372687289
"102","Burdock",-4.25666188912927,-0.689568248680784,0.693344576107966,-0.0516769238558586,0.470027125526801,-0.29083041276057,-0.173463175841446,-0.0222555485833152,-0.33488782797151,0.0933130377777151
"103","Burrito",5.07731138892543,-1.89079856484952,-0.0452761656261145,0.0311606352559874,-0.138168513861102,0.43573469518087,0.177984150984442,-0.458169324246898,0.142678251172102,0.276050325533482
"104","Butter",3.86272085682854,4.21704689362465,-0.309505557864102,-0.0298612534153923,-2.72526808842366,-0.0274946168848622,-0.660050619740068,0.755307468080377,-0.974999211329875,2.54637492783634
"105","Buttermilk",5.18922452311854,-1.28403476256566,-0.062768361777606,0.108278383422931,-0.790679891752475,0.468167700087601,-0.124759864858178,-0.627601791364277,0.287836422089545,0.374186099597217
"106","Butternut",-4.24622060966993,-1.0853789703992,1.03636751665956,-0.191598669114852,0.414229128067664,-0.283063955018261,-0.254993393702508,0.0640156863947491,-0.193182880225815,0.151958474991816
"107","Butternut squash",-4.24622060966993,-1.0853789703992,1.03636751665956,-0.191598669114852,0.414229128067664,-0.283063955018261,-0.254993393702508,0.0640156863947491,-0.193182880225815,0.151958474991816
"108","Cabbage",-4.43017749000103,1.1822390775353,-0.439535044689614,-0.0235150581577309,-1.57851919041906,0.934732840443191,0.769603555523018,-0.333457542763081,1.72236667078843,-1.12166153361101
"109","Cajeput",5.22936628163642,-1.610685697344,-0.303881261668334,0.164778515053307,0.3414352880306,-0.0709383790434095,-0.153740747132443,0.540016875490502,-0.47886490363602,-0.370767077454649
"110","Cake",5.07731138892543,-1.89079856484952,-0.0452761656261145,0.0311606352559874,-0.138168513861102,0.43573469518087,0.177984150984442,-0.458169324246898,0.142678251172102,0.276050325533482
"111","Calamus",4.79084531804702,-0.570254814466636,-1.58472864747317,0.98493888004742,0.13685331510208,-0.232181379605259,-0.340107155853102,0.903400047497304,-0.153891790999465,-0.564497281333198
"112","Camembert Cheese",4.44596896921003,7.54621259425328,3.54994173152799,3.7902258094199,0.601341584181893,0.29113776948818,0.107620399213591,-0.00134712916604542,0.22101195888063,-0.117484597054281
"113","Camphor",5.05752330341513,-1.38257948951979,-0.380837190967976,0.084890448876828,0.5511127017186,-0.453968911373519,-0.133990393670632,0.347300958719616,-0.29905469268119,-0.497784843166718
"114","Canada blueberry",-4.20986721515125,-1.0465816896846,1.05805342513206,-0.177413160289149,0.552890056478176,-0.438813644471894,-0.342356123465756,0.327010369532743,-0.302165659979069,-0.0810251530331953
"115","Canadian Whisky",5.07490115614485,4.68726717308602,0.0683967402593297,-2.85279476267573,1.00585650640958,-4.20197758687275,2.57956282723671,-3.71057411300962,-2.49511301847096,-1.41648453323296
"116","Candy bar",5.07731138892543,-1.89079856484952,-0.0452761656261145,0.0311606352559874,-0.138168513861102,0.43573469518087,0.177984150984442,-0.458169324246898,0.142678251172102,0.276050325533482
"117","Canola Oil",-4.2469656648824,0.341223876920955,-0.062093665991104,-0.182955746626982,-0.0262699870942077,-0.425424436586109,-0.230608962671597,-0.231038713730816,-0.459309517470925,0.390860279959606
"118","Capers",-4.33414724173307,-1.00063500643385,0.817977142326155,-0.20901983874485,0.229693981894156,-0.0793337387726798,-0.0809133882863733,-0.00960867680062703,0.00484425017207018,-0.124469312999089
"119","Capsicum",-4.65052028464121,2.32666072809328,-3.61799139578601,0.454555583229868,-1.61253706922588,0.291674142212111,0.479090083758604,-0.869710837759765,1.35881803225219,-1.56483331972741
"120","Caraway",5.05446398354284,-1.46701899158761,-1.04322471343547,0.920673712690068,0.439763899766968,-0.171370723514309,-0.307085371572386,0.438439482506712,-0.522555839539135,-0.6152727278103
"121","Cardamom",-4.46347719721372,1.58748460780191,-3.28567511328594,2.04808598408054,1.23685138549349,-0.960346002648403,-0.0210109920060049,-0.311821320141446,-0.310117650395023,0.692457689707356
"122","Cardoon",-4.24678780981292,-1.08585761290389,1.03771939955971,-0.192018580925533,0.414782212093458,-0.283165205521169,-0.25559555400344,0.06339076318071,-0.19343984201784,0.15373205203122
"123","Caribou",5.07731138892543,-1.89079856484952,-0.0452761656261145,0.0311606352559874,-0.138168513861102,0.43573469518087,0.177984150984442,-0.458169324246898,0.142678251172102,0.276050325533482
"124","Carob",-4.34625663869187,-0.833371284763943,0.741208555949425,-0.286467371831902,-0.00298068496169356,0.259213971143877,0.182447585225809,-0.075842807902632,-0.0196854224139471,-0.580565671964754
"125","Carom Seed",-4.71612987576498,-0.180061687164409,-3.29010429289632,2.20590342119041,1.27782694715261,-0.647729450563304,-0.132666824822657,-0.576446604289622,0.501099753496682,-0.0562580197293583
"126","Carrot",-4.83769486018332,1.14489437674291,-3.986788894185,1.72056383408075,-1.0093162196496,1.10527489228879,0.48337004083063,-0.861232281580513,1.41351209478326,-1.14996182312649
"127","Cashew Apple",5.16655195633642,-1.41843874116633,0.152577391985462,0.277842056001755,0.318575744671706,0.136957247653057,-0.14611038266398,0.526064789053826,-0.453145932606819,-0.347037179434178
"128","Cashew nut",-4.45038446612598,-0.693687235053849,0.158934068482471,-0.356683968157373,-0.60774658330993,1.1494237764772,0.813184916208832,-0.481982965740964,0.595375109628781,-0.89517812117442
"129","Cassava",-4.22618103391669,-0.721361459782806,0.905487346448528,-0.260096751752497,-0.190508705701488,-0.044797196796614,0.0552119072075034,-0.490045487365677,0.0156320343013873,0.445353273329158
"130","Cassia",-4.48696185974235,0.49448330850535,-2.06719952671141,1.23969736911449,0.652660021160597,-0.396005926475504,0.459973360850757,-0.459191226632194,0.358698122463576,-0.0877900304114421
"131","Catfish",5.14223578773953,-1.83790901520757,-0.113203901130441,-0.00691574547312708,-0.280499438492073,0.551280437564046,0.276566802747787,-0.528396426509622,0.23825795072805,0.281643543962753
"132","Catjang pea",-4.24622060966993,-1.0853789703992,1.03636751665956,-0.191598669114852,0.414229128067664,-0.283063955018261,-0.254993393702508,0.0640156863947491,-0.193182880225815,0.151958474991816
"133","Cauliflower",-4.37462468367045,0.33308715845414,0.334596339930953,-0.45925352063315,-1.1586122742406,1.41688725871726,0.33496394699511,-0.090623008682642,0.947747425614204,-1.41454228448045
"134","Caviar",5.14260885459857,-0.684147785355977,0.0631421140346509,0.396190141300928,-0.906892696852578,-0.491151254935982,-0.830993991406265,0.900293206155043,-0.00893060872218868,-0.0991911046622564
"135","Celery",-4.65907188919872,1.53059854436497,-4.31992263030311,2.25617966713778,0.397521985607615,-0.471466536573816,-0.168328495957382,-0.791012724846939,0.560900918985493,0.325057937289011
"136","Chamomile",-4.55180434652014,1.51459114971996,-2.71640606922988,1.05528557304417,0.980369919919573,0.0498602230544542,1.22357985554435,0.0176340677029264,-0.718605607725529,-1.75116081394953
"137","Champaca",5.131514784178,-1.75964550250524,-0.152179639745326,-0.0135255446678307,0.382247854389615,-0.100323895515367,-0.203206968225756,0.524123790262484,-0.407777070774539,-0.481374934008773
"138","Champagne",4.45792877000519,6.48679242537276,-0.797156458094233,-4.98512167126683,3.94377174142972,1.59158726445216,-2.99222884672007,-0.402925652445185,1.19675324927687,-0.0445354625225334
"139","Chanterelle",-4.23924514701858,-1.00351758503623,0.939836249020982,-0.256852183824446,0.103325558117629,0.0855162797108794,0.0704625671478853,-0.388946262936366,0.202084200844878,0.479280372687289
"140","Chard",-4.31018692846529,-0.895159044928161,0.733226707968513,-0.289668737706417,-0.115140712585575,0.111559982662584,0.281583266063122,-0.491655821114812,0.532716006999402,0.211837976942233
"141","Chayote",-4.2340309654677,-0.94627361878529,0.913139105147556,-0.355446287159279,0.0432359034535401,0.0186617747460868,-0.0190537800065244,-0.439145620261257,0.215166654429976,0.450021969917467
"142","Cheddar Cheese",4.215601184938,8.02113630945849,3.03490872633368,3.78225904462415,0.133188936475104,0.345123832050548,-0.0796609764740747,0.0240447149791584,-0.184314634699896,0.421809850876757
"143","Cheese",4.33663588577593,6.99866575407481,3.58587344185956,3.9491453295593,0.556540010715812,1.00992982550056,0.52072390092589,-1.00970547850054,0.823946666731611,0.309698765990194
"144","Cherimoya",-4.36204730808727,1.55470604661525,-0.933172661744796,-0.0264753621903296,-0.219898862238987,1.9401563263245,0.715622571119886,0.0359475922905967,-0.533646735460222,-0.0767202710062888
